claim_id,claim,positive_label,baseline_label,positive_output,baseline_output,positive_evidence_count,baseline_evidence_count,gold_label,agreement,positive_correct,baseline_correct,improvement,degradation
406,"Willie Obiano, the Governor of Anambra State in Nigeria, procured over 100 SUVs as gifts for Anambra state traditional monarchs.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the governor did give SUVs to the traditional rulers so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the governor did give SUVs to the traditional rulers so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
407,Donald Trump tweeted “THE NEXT 30 TO 60 DAYS WILL BE THE BIGGEST DRAINING OF THE SWAMP EVER”,Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Trump did not mean the next 30 to 60 days so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is supported by the answers and sources. 

verdict: 'Supported'",10,10,Refuted,False,True,False,False,True
408,Mark Zuckerberg Banned Richard Jewells Defence from raising money on Facebook.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Mark Zuckerberg did not ban Richard Jewell's defence from raising money on Facebook.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, Richard Jewell was a security guard who was initially praised as a hero in the 1996 Atlanta Olympics bombing and then became the prime suspect based, in part, on statements he made to the press. There is no mention of Mark Zuckerberg banning Richard Jewell's defence from raising money on Facebook. Therefore, the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
409,Taiwan Shot down a Chinese SU-35 Jet.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim was refuted by the Taiwanese Ministry of National Defense.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted by the official source of the Taiwanese Ministry of National Defense.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
410,"Maharashtra Navnirman Sena (MNS) chief Raj Thackeray has come forward in support of Bollywood actress Kangana Ranaut and would welcome her back to Mumbai, India.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Raj Thackeray has not supported Kangana Ranaut so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The MNS chief Raj Thackeray has not supported the claim. 

verdict: 'Refuted'",10,10,Refuted,True,False,False,False,False
411,Mark Zuckerberg and Facebook declared Richard Jewell to be a Mass Murderer in 1996,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Mark Zuckerberg and Facebook had nothing to do with declaring Richard Jewell as a mass murderer so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Mark Zuckerberg and Facebook had nothing to do with declaring Richard Jewell to be a mass murderer in 1996.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
412,Taiwan claimed to have brought down a Chinese Air Force Su-35 that allegedly violated its airspace over Taiwan Strait.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the claim is fake news and the ministry of defence has refuted it.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
413,"Over the past 40 years, the Uyghur population in Xinjiang, in China, grew from 5.55 million to 12 million.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The population of the Uighurs in Xinjiang has increased from 5.55 million to 11.68 million, more than doubling in the past four decades.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The population of the Uighurs in Xinjiang has increased from 5.55 million to 11.68 million, more than doubling in the past four decades.

verdict: 'Supported'",10,10,Not Enough Evidence,True,False,False,False,False
414,"Between 2010 and 2018, the Uighur population had the region’s highest birthrate, at about 12 newborns per 1,000 people in Xinjiang, China.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the Uighur population had the highest birth rate so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Uighur population had the region’s highest birthrate, at about 12 newborns per 1,000 people in Xinjiang, China.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
415,"Raj Thackeray tweeted ""On 9 September, Hindu lioness Kangana Ranaut will be given a grand welcome in Maharashtra’s capital, Mumbai.""",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the actress was not given a grand welcome so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the tweet was not made by Raj Thackeray so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
416,"US President Donald Trump plans to cut social security, resulting in social security becoming permanently depleted by the middle of calendar year 2023.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the social security would be depleted by 2023 if the payroll tax was eliminated so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the social security would be depleted by 2023 if the payroll tax was eliminated so the claim is supported.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
417,"450,000 people attended the Sturgis Motorcycle Rally in South Dakota, and there were only 88 positive Covid-19 tests, so a .02% infection rate.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that there were more than 450 cases of covid at the rally so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that there were more than 100 cases of covid 19 at the rally so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
418,People are trying to lower the legal age of consent to four years old in the U.S.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: There is no evidence that the legal minimum age of sexual consent in a country is in any way correlated with the sexual behavior of young people.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there is no attempt to lower the age of consent to 4 years old so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
419,"The U.S. Centers for Disease Control and Prevention fraudulently add deaths from poisoning, trauma, and unintentional injury to their tally of COVID-19 deaths.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The CDC does not fraudulently add deaths from poisoning, trauma, and unintentional injury to their tally of COVID-19 deaths. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The CDC does not add deaths from poisoning, trauma, and unintentional injury to their tally of COVID-19 deaths. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
420,"Sturgis Motorcycle Rally resulted in no more positive Covid results than the rest of the state, South Dakota, average stating 88 positive tests to Sturgis Rally, 0.02% infection rate of attendees.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that there were more than 70 cases of covid 19 that were linked to the rally so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that there were more than 100 cases of covid at the rally so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
421,The CDC recommended wearing only certain beard styles to help prevent the spread of coronoavirus.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The CDC has not recommended that people shave their beards to ward off the virus. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The CDC did not recommend that men shave their beards to protect against the SARS-CoV-2 virus.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
422,Viral message claims that all Haldiram’s food products were banned in USA,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the company has had problems with pesticides in their food products and they have been banned in the USA so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that not all of the products were banned so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
423,Sen. Martha McSally “supported a plan to turn Medicare into a voucher program and ‘shift costs’ onto seniors” and “even supported raising the retirement age.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the senator supported a plan to turn Medicare into a voucher program and ‘shift costs’ onto seniors and even supported raising the retirement age.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the senator did support a plan to turn Medicare into a voucher program and ‘shift costs’ onto seniors and even supported raising the retirement age.

verdict: 'Supported'",10,10,Conflicting Evidence/Cherrypicking,True,False,False,False,False
424,Voters in North Carolina can send their Mail-in vote and then go to the polling place to vote again to check that their mail-in vote has been counted.,Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that a voter can not vote in person if they have already sent in a mail in vote so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that a voter can request a mail in ballot and then vote in person so the claim is supported.

verdict: 'Supported'",10,10,Refuted,False,True,False,False,True
425,Fox News is unavailable in Canada because the Radio Act makes it a crime to lie to the public via airwaves.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: Fox News is available in Canada.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Fox News is not unavailable in Canada and the law is not in place to stop them from broadcasting so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
426,"""Jihadists"" attacked a Temple in West Bengal and charred the Hindu deity Kali",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the attack was not by jihadists and so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the idol was not burnt by a group of people who were called Jihadists so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
427,U.S. citizens should show up at polling places on Election Day and cast an in-person ballot if poll workers can’t confirm that their mail-in ballot was received.,Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there are ways to confirm that a mail in ballot has been received and that there are ways to cast a ballot if there is a problem with the mail in ballot.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the voter can vote by provisional ballot if the mail in ballot has not been received.

verdict: 'Supported'",10,10,Conflicting Evidence/Cherrypicking,False,False,False,False,False
428,More cops have died from COVID this year than have been killed on patrol.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The number of officers who have died from covid is not enough to surpass the number of officers who have died on patrol. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The number of officers who have died from covid is not clear, but it is less than 100. 

verdict: 'Refuted'",10,10,Not Enough Evidence,True,False,False,False,False
429,A Pakistani website was hacked by an Indian cyber group to wish Pawan Kalyan a Happy Birthday.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the website was hacked but not for the reason in the claim so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the website was not hacked to wish Pawan Kalyan a happy birthday so the claim is refuted.

verdict: 'Refuted'",10,10,Supported,True,False,False,False,False
430,"US President Trump opened a complaint platform to report censorship on Facebook, Twitter and YouTube.",Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the platform was created to report censorship so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Trump did not open a complaint platform so the claim is refuted.

verdict: 'Refuted'",10,10,Supported,False,True,False,False,True
431,"US President Trump issued an executive order for the White House to take over all electrical grids, which will include internet servers, broadcasting systems and electronic systems",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the executive order was about securing the power grid against cyber attacks and foreign interference so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the executive order was about securing the US power system and not about the White House taking over all electrical grids, so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
432,"US President Trump canceled the Democrats’ HR6666 bill, known as the COVID-19 TRACE Act.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the bill was not cancelled so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the bill was not cancelled so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
433,US President Trump canceled Bill Gates’ project known as ID2020,Not Enough Evidence,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The 10th Q&A pair states that Trump did cancel the ID2020 project as claimed, however the 1st Q&A pair states that the ID2020 project is not a Bill Gates project as claimed so more evidence is needed to confirm if Trump cancelled the correct project.

verdict: 'Not Enough Evidence'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the project is still active and not cancelled so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
434,US President Trump issued an executive order to reopen states in lockdown during COVID-19 pandemic; governors who refuse will be sued,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the president does not have the authority to reopen states so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the president did not have the authority to reopen states so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
435,Igbo people In Nigeria (Igbo people are found in southeastern Nigeria) are the richest people per capita in Africa.,Conflicting Evidence/Cherrypicking,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the Igbo people are the richest people per capita in Africa, but the last Q&A pair states that 78% of the Igbo people are rich, which is not the richest people per capita in Africa.

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the Igbo people are not the richest people in Africa, but are the most entrepreneurial, and that the GDP per capita is lower than other parts of Africa.

verdict: 'Refuted'",10,10,Not Enough Evidence,False,False,False,False,False
436,The US military will check purity and distribute COVID-19 vaccines in US.,Refuted,Conflicting Evidence/Cherrypicking,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the military will be involved in the distribution of the vaccine but not in checking the purity of the vaccine.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the military will be involved in the distribution of the vaccine but not in checking the purity of the vaccine.

verdict: 'Conflicting Evidence/Cherrypicking'",10,10,Refuted,False,True,False,False,True
437,"A 21 year old can have sex with an 11-year-old, and not be listed on the sex registry as a sex offender",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the person would be a sex offender so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the person would be a sex offender so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
438,"In Massachusetts, ""anybody can go vote for anybody so long as they have their information. … They're not even checking IDs at the polling stations.""",Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that you do not need to show an ID to vote in Massachusetts so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that in Massachusetts you do not need to show an ID to vote, which is what the claim says.

verdict: 'Supported'",10,10,Refuted,False,True,False,False,True
439,Economic damage caused by the pandemic shows United States GDP (gross domestic product) falling by 33 percent compared to India's 23.9 percent drop.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the United States GDP fell by 33 percent compared to India's 23.9 percent drop so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The 10th Q&A pair shows that the United States GDP fell by 33% and India's by 19.2% so the claim is supported.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
440,"In Belfast, the digital sector employs 26 per cent of the workforce.",Refuted,Not Enough Evidence,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the percentage is not 26% so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show conflicting evidence with some saying 10% and some saying 26% so more evidence is needed to support the claim.

verdict: 'Not Enough Evidence'",10,10,Refuted,False,True,False,False,True
441,Hooligans from the Muslim community were behind the desecration of Goddess Kali Idol in a Bengal Temple in West Bengal's Murshidabad district by burning it.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the people who did the damage were not Muslims so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the people arrested were not from the Muslim community so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
442,Bill Gates was involved in crafting the TRACE Act.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Bill Gates was not involved in the crafting of the TRACE Act so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Bill Gates was not involved in the crafting of the TRACE Act so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
443,It's NOT a SECOND WAVE of COVID-19 coming soon. It's the NORMAL COLD / FLU SEASON,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that covid is not the same as the flu and cold so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that COVID-19 does not follow the same pattern as the flu and cold so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
444,The World Health Organization (WHO) says there is no proof that face masks protect against Covid-19.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The WHO has changed their advice on face masks, saying they should be worn in public where social distancing is not possible to help stop the spread of coronavirus.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The WHO has changed its advice on face masks, saying they should be worn in public where social distancing is not possible to help stop the spread of coronavirus.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
445,Masks lower immune systems.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there is no evidence that masks lower the immune system so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there is no evidence that masks lower the immune system so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
446,"US President Trump made vaccines voluntary, not mandatory, in the US.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the president did not make vaccines voluntary so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the president did not make vaccines voluntary so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
447,A virus can easily pass through a mask.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that masks do prevent the spread of viruses and so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that a virus can be blocked by a mask and that surgical masks are effective in preventing the transmission of respiratory viruses, including coronaviruses.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
448,"Kyle Rittenhouse failed to appear at his court hearing in Lake County, Illinois, on 28th August 2020 and was given an extra month to comply.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that he did not fail to appear at his court hearing so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that he did not fail to appear at his court hearing so the claim is refuted.

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,True,False,False,False,False
449,Some US mayors are fining people for going to church during the COVID-19 pandemic.,Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that some mayors have fined people for going to church and some haven't so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that some mayors are fining people for going to church so the claim is supported.

verdict: 'Supported'",10,10,Supported,False,False,True,True,False
450,US President Trump declared places of worship as essential services during COVID-19 pandemic.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Trump did declare places of worship as essential services during the COVID-19 pandemic.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Trump did declare places of worship as essential services during the COVID-19 pandemic so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
451,PEDOPHILIA is now LEGAL in CALIFORNIA,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, the claim is not true. The claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, the claim is not correct. The claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
452,"Republican Maine Sen. Susan Collins said of President Donald Trump, “Yes, I said that I wouldn’t endorse him but that doesn’t mean I don’t fully support him.”",Conflicting Evidence/Cherrypicking,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Susan Collins did not endorse Donald Trump but supported him in some ways.

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Susan Collins did not endorse Donald Trump and so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
453,US President Trump instructed his administration to halt funding of the World Health Organization while a review was conducted to assess the World Health Organization’s role regarding the spread of coronavirus.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the US did halt the funding to the WHO so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the US did halt the funding to the WHO so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
454,Face masks cause hypoxia.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there is no evidence that masks cause hypoxia so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there is no evidence that masks cause hypoxia so the claim is refuted.

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,True,False,False,False,False
455,US Cable news channel Fox News is unavailable in Canada due to media legislation.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Fox News is available in Canada so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Fox News is available in Canada and the CRTC has approved it being available in Canada.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
456,idol of goddess Kali was burnt in West bengals Murshidabad by the muslim community.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the idol was not burnt so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the idol was not burnt so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
457,The Radio Act in Canada makes it a crime to lie to the public via airwaves.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Radio Act in Canada does not make it a crime to lie to the public via airwaves. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Radio Act in Canada does not make it a crime to lie to the public via airwaves. 

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,True,False,False,False,False
458,The South African Police Service kills three times more people per capita than the United States police force,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The 10th Q&A pair states that South Africa has 3 times more people killed by the police than the US, which is the claim. 

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the South African Police Service kills three times more people per capita than the United States police force. 

verdict: 'Supported'",10,10,Not Enough Evidence,True,False,False,False,False
459,"In 2018, South African police service officers were accused of 217 cases of torture and 3,661 cases of assault.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the number of cases of torture and assault is 217 and 3661 respectively. 

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the number of cases of torture and assault are correct so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
460,"Since 2002, South Africa’s police force has grown by 50%.",Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The 50% increase in the number of police officers in South Africa between 2002 and 2020 is confirmed in the Q&A pairs.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the police force has not grown by 50% so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
461,All India Institute of Medical Sciences Nursing Officer Recruitment Common Eligibility Test 2020 was postponed.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The exam was postponed from the 7th of December 2020 and then again from the 5th of June 2020. 

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the exam was postponed so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
462,US cable news channel Fox News is not available in Canada due to media legislation in the country.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Fox News is available in Canada and the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: Fox News is available in Canada.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
463,"558 people were killed by the police in 2018, while 201 people died in police custody",Not Enough Evidence,Not Enough Evidence,"<|start_header_id|>assistant<|end_header_id|>

justification: The number of people killed by the police in 2018 is not clear. The Washington Post counted 1,004 people fatally shot by police in 2019, while the group Mapping Police Violence tallied 1,099. 

verdict: 'Not Enough Evidence'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the number of people killed by the police in 2018 is not known as there is no data to show the exact number. 

verdict: 'Not Enough Evidence'",10,10,Supported,True,False,False,False,False
464,The number of North American bison has been reduced to only twenty-seven individuals due to colonizers.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that there were more than 27 bison so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that there were not 27 bison so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
465,Jacob Blake raped a 14 year old teenage girl.,Not Enough Evidence,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As do not provide enough evidence to support or refute the claim.

verdict: 'Not Enough Evidence'","<|start_header_id|>assistant<|end_header_id|>

justification: There is no evidence that Jacob Blake raped a 14-year-old girl. 

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
466,Amber Alert Issued For License Plate Q72B381,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the information in the claim is not correct so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that an Amber alert is not issued for a licence plate number so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
467,"Suresh Raina, the Chennai Super Kings (CSK) cricketer, has withdrawn from the upcoming 2020 edition of the IPL after testing positive for COVID-19.",Conflicting Evidence/Cherrypicking,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Suresh Raina pulled out of the IPL due to personal reasons but then it was found that a player in his team had tested positive for covid so he pulled out. 

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Suresh Raina has withdrawn from the 2020 edition of the IPL after testing positive for COVID-19.

verdict: 'Supported'",10,10,Refuted,False,False,False,False,False
